244,parents & friends stranorlar,0749131038,,marie.aiken@hse.ie,,house 3 ard greine,mullindrait,,stranorlar,donegal,ireland,,residential home,01/01/2000,trade
245,patricia brett,,,,,1 whitewood,,,kilkenny,kilkenny,ireland,,private house,11/02/2016,trade
246,peamount hosp newcastle,,,,,,,,newcastle,dublin,ireland,,hospital,01/01/2000,trade
247,physical & sensory disability services,,,,,bayview respite house,,,tullyhan,leitrim,ireland,,respite home,01/01/2000,trade
248,pier mont house hostel,0879521388,,yvoone.huston@hse.ie,,teach piemount,church road,sitting room,dungloe,donegal,ireland,,residential home,01/01/2000,trade
249,pier mont house hostel.,0779521388,,yvoone.huston@hse.ie,,teach piemount,church road,bathroom,dungloe,donegal,ireland,,blank,01/01/2000,trade
250,piermount house,,,yvoone.huston@hse.ie,,pool road,meenmore,,dungloe,donegal,ireland,,,01/01/2000,trade
251,pobal scoil inbhear sceine,,0879272293,,,,,,kenmare,kerry,ireland,,,01/01/2000,trade
252,pontville school,,,,,black moss lane,ormskirk,,,lancashire,ireland,,,01/01/2000,trade
253,portmagee national school,0669477211,0872239933,portmageens@gmail.com,,,,,portmagee,kerry,ireland,,education,01/01/2000,trade
254,portmarnoch community school,,,office@portcs.iol.ie,,,,,dublin,dublin,ireland,,,01/01/2000,trade
255,pre-school ballaghderg,0749121596,,katherinemary.kelly@hse.ie,749103340,day care centre,"ballaghderg, mountain top",,letterkenny,donegal,ireland,,education,01/01/2000,trade
256,presentation secondary school,,,info@presgalway.ie,,,,,listowel,kerry,ireland,,,01/01/2000,trade
257,rainbow view,0719167321,,,,,cloonmahon,,collooney,sligo,ireland,,residential home,01/01/2000,trade
258,raphoe central national school,0749145361,,,,lisnoble,manse,,raphoe,donegal,ireland,,education,01/01/2000,trade
259,rathakevin nursing home,,,,,barna,cahir road,,clonmel,tipperary,ireland,,residential home,01/01/2000,trade
260,rathdrum boys national school,,,bnsrathdrum@gmail.com,,rathdrum,,,rathdrum,wicklow,ireland,,school,11/01/2017,trade
261,ratoath independent living,,,,,,tankerstown,,rathooth,meath,ireland,,blank,01/01/2000,trade
262,redwood care facility,,,,,,,,stamullen,meath,ireland,,,01/01/2000,trade
263,rehab care,,,jonna.goranson@rehabcare.ie,,1 connels road,,,nenagh,tipperary,ireland,,health sector,01/01/2000,trade
264,rehabcare,,,,,the meadows,athlumney,,navan,meath,ireland,,,01/01/2000,trade
265,"residential unit,",0719841952,,,,main st,inbhear na mara,,bundoran,donegal,ireland,,residential home,01/01/2000,trade
266,riada house,0579359985,,audreykwright@hse.ie,,community nursing unit,day care centre,room 24 shower room,tullamore,offaly,ireland,,,01/01/2000,trade
267,ringaskiddy national school,0214378238,,ringaskiddyns@eircom.net,,,,,ringaskiddy,cork,ireland,,,01/01/2000,trade
268,rip,0567727764,0876233296,,,wooden grange,,,bennitsbridge,kilkenny,ireland,,,01/01/2000,private
269,rivendell house,0539120083,,,,karen o leary/teresa duffy,,kitestown,crossabeg,wexford,ireland,,,13/01/2017,
270,rockwell college,,,,,,,,cashel,tipperary,ireland,,education,01/01/2000,trade
271,roscare social housing,0949620524,0906628502,toconnor@roscommon.brothersofcharity.ie,,srah,ballinlough,,castlerea,roscommon,ireland,,residential home,01/01/2000,trade
272,rose construction,0214502586,,,,maglin road,,,ballincollig,cork,ireland,,,01/01/2000,trade
273,rowanberry day centre,0578662160,0866012188,,,block road,,,portlaoise,laois,ireland,,other,01/01/2000,trade
274,royal prior school,0749145389,,,,,,,raphoe,donegal,ireland,,education,01/01/2000,trade
275,royal secondary school,0749145389,,,,raphoe,,,lifford,donegal,ireland,,education,01/01/2000,trade
276,s.e.h.b. o.t. dept.,,0876296462,,,kickhamarch,davis road,,clonmel,tipperary,ireland,,hospital,01/01/2000,trade
277,sacred heart convent,,,financebreda@gmail.com,,new site,bessboro,,blackrock,cork,ireland,,,01/01/2000,trade
278,sacred heart nursing home,,,,,roslea road,,,clones,monaghan,ireland,,nursing home,01/01/2000,trade
279,sacred heart school,,,,,sacred heart centre,,,ladies lane,waterford,ireland,,education,01/01/2000,trade
280,san joseph,,0879368088,,,ballysimon road,,,limerick city,limerick,ireland,,health sector,01/01/2000,trade
281,sandymount school,,,,,sandymount avenue,,,dublin,dublin,ireland,,,01/01/2000,trade
282,schull community college,,,office@schullcommunitycollege.com,,colla road,,,schull,cork,ireland,,,01/01/2000,trade
283,scoil aonghusa,,,collette@scoilaonghusa.ie,,cahir road,,,cashel,tipperary,ireland,,,01/01/2000,trade
284,scoil chormaic,,,scoilcormac@eircom.net,,therapy room,golden rd,,cashel,tipperary,ireland,,,01/01/2000,trade
285,scoil chriost ri,,,,,,,,portlaoise,laois,ireland,,,01/01/2000,trade
286,scoil chronain naofa,,,,,dromakernan,,,roscrea,tipperary,ireland,,,01/01/2000,trade
287,scoil cormac,,,scoilcormac@eircom.net,6261338,golden rd,,,cashel,tipperary,ireland,,school,01/01/2000,trade
288,scoil eoin baiste,0749155132,,,,,,,carrigart,donegal,ireland,,education,01/01/2000,trade
289,scoil mhuire,0719633223,,,,convent of mercy,,,strokestown,roscommon,ireland,,school,01/01/2000,trade
290,sean chara nursing home,,,,,st canice road,,,glasnevin,dublin,ireland,,,01/01/2000,trade
291,sean hanafin 2,0669151444,,,,beenbawn,,,dingle,kerry,ireland,,,01/01/2000,trade
292,sean tracey memorial swimming pool,,,,,,,,tipperary,tipperary,ireland,,swimming pool,01/01/2000,trade
293,sean tracey memorial swimmingpool,,,,,,,,tipperary,tipperary,ireland,,,09/07/2015,trade
294,seancara nursing home,,,,18373770,"st. canice road, off ballygall road east",glasnevin,,dublin 11,dublin,ireland,,residential home,01/01/2000,trade
295,sea-view house,0749735925,,,,,,,mountcharles,donegal,ireland,,residential home,01/01/2000,trade
296,sister of mercy,,,,,st. leo's convent,,,carlow,carlow,ireland,,residential home,01/01/2000,trade
297,sisters of african mission convent,0214291851,,,,ardfoyle,,,ballintemple,cork,ireland,,,01/01/2000,trade
298,sisters of mercy,0238833391,,,,aras muire,mccurtin hill,scartagh,clonakilty,cork,ireland,,,01/01/2000,trade
299,sisters of the african mission convent,,,,,ardfoyle,ballintemple,,cork,,ireland,,,01/01/2000,trade
300,sjog,,,,,paddock lane,old long hill,,enniskerry,wicklow,ireland,,,01/01/2000,trade
301,sligo courthouse,,,,,,,,sligo,sligo,ireland,,,01/01/2000,trade
302,sodexo - nagle rice complex,,0878667877,,,borris road,,,portlaoise,laois,ireland,,school,01/01/2000,trade
303,sophia housing,,,,,house 3,,,tubbercurry,sligo,ireland,,,01/01/2000,trade
304,southwestmeath hospice,,,,,athlone hospital,,,athlone,westmeath,ireland,,,01/01/2000,trade
305,special care unit,0469074808,,,,,,,navan,meath,ireland,,hospital,01/01/2000,trade
306,st mary's phoenix park,,,,16250452,st mary's,phoenix park,,phoenix park,dublin,ireland,,hospital,01/01/2000,trade
307,st brogan's college,,,,,bandon,,,bandon,cork,ireland,,end customer,29/09/2015,trade
308,st catherines special school,0879098808,,,,killmullen lane,newcastle,,newcastle,wicklow,ireland,,education,01/01/2000,trade
309,st colmcille's boys national school,,,colmcilles@gmail.com,,chapel lane,,,swords,dublin,ireland,,school,26/11/2016,
310,st columba's girls nat school,,,,,,,,douglas,cork,ireland,,,01/01/2000,trade
311,st conleth's national school,0469553940,,principal@stconlethsns.ie,,,,,derrinturn,kildare,ireland,,school,01/01/2000,trade
312,st cronan's boys n.s.,,,,,vevay crescent,vevay road,,bray,wicklow,ireland,,,01/01/2000,trade
313,st fanahans college,,,,,mitchelstown,,,mitchelstown,cork,ireland,,school,01/01/2000,trade
314,st fergals senior school,,,,,,,,bray,wicklow,ireland,,,01/01/2000,trade
315,st francis hospice,,0860403617,wmaguire@sfh.ie,,blanchardstown,,,dublin 15,dublin,ireland,,,01/01/2000,trade
316,st joseph's community hospital,,,,,,,,millstreet,cork,ireland,,community hospital,01/01/2000,trade
317,st joseph's hospital,,,,,,,,raheny,dublin,ireland,,,01/01/2000,trade
318,st joseph's national school,,,,,,,,longford,,ireland,,,01/01/2000,trade
319,st joseph's primary school,,0879752437,principal@stjosephsprimaryvi.ie,,grace park,,,drumcondra,dublin,ireland,,school,01/01/2000,trade
320,st mary's boys national school,,,,,grotto avenye,,,booterstown,dublin,ireland,,school,01/01/2000,trade
321,st mary's hospital,,,,,room 19,connell ward,,dublin,dublin,ireland,,,01/01/2000,trade
322,st mary's phoenix park,,,micheal.madden@hse.ie,16250452,physio room,phoenix park,,phoenix park,dublin,ireland,,hospital,01/01/2000,trade
323,st marys secondary school,,,,,thomas davis street,,,mallow,cork,ireland,,school,01/01/2000,trade
324,st mary's secondary school,,,,,thomas david,,,birr,offaly,ireland,,,30/07/2015,trade
325,st mc cartans n.s.,0719841711,,,,,,,bundorn,donegal,ireland,,education,01/01/2000,trade
326,st oliver plunkett national school,,,,,,,,navan,meath,ireland,,,01/01/2000,trade
327,st oliver's school,,,,,,,,ballyvolane,cork,ireland,,,01/01/2000,trade
328,st patrick national school,0909627109,0852447660,,,st patrick national school,killtormer,,ballinasloe,galway,ireland,,education,01/01/2000,trade
329,st patrick's community hospital,,,,,,,,fermoy,cork,ireland,,,01/01/2000,trade
330,st patrick's community hospital fermoy,,,,,,,,fermoy,cork,ireland,,hospital,01/01/2000,trade
331,st philomena's national school,,0868032525,,,,ravenswell,,bray,wicklow,ireland,,education,01/01/2000,trade
332,st raphael's,,,,,(oakvale),,,youghal,cork,ireland,,residential home,01/01/2000,trade
333,st raphael's hospital,,,,,oakvale,bungalow a room 5,,youghal,cork,ireland,,care centre,01/01/2000,trade
334,st senna national school,0876147377,,,,,,,kilrush,clare,ireland,,education,01/01/2000,trade
335,st vincents hospital,,,,,st theresa's,,,mountmellick,laois,ireland,,district hospital,01/01/2000,trade
336,st. agnes centre,0749721769,,,,,,,donegal town,donegal,ireland,,residential home,24/07/2015,trade
337,st. angela's national school,0949022902,,,,castlebar,,,castlebar,mayo,ireland,,,01/01/2000,trade
338,st. brendan's community school,,,,,,,,birr,offaly,ireland,,,30/07/2015,trade
339,st. brid's national school,,,,,,,,castlebar,mayo,ireland,,education,01/01/2000,trade
340,st. brigid's hospital,0609648446,0909644112,,,horgans house,walnut grove,,ballinasloe,galway,ireland,,hospital,01/01/2000,trade
341,st. brigid's national school,,,,,annacurragh,,,annacurragh,wicklow,ireland,,,01/01/2000,trade
342,st. catherines school,,0879047188,,,junior room,kilmullen lane,,newcastle,wicklow,ireland,,education,01/01/2000,trade
343,st. columba's hospital,,,,,thomastown,,,,kilkenny,ireland,,,01/01/2000,trade
344,st. conals hospital,0749188829,0749188832,,,mortuary,,,letterkenny,donegal,ireland,,hospital,01/01/2000,trade
345,st. crona's national school,0749521316,,,,classroom 14,chapel road,,dungloe,donegal,ireland,,,01/01/2000,trade
346,st. davnets hospital,,0872434517,mariemcq@eircom.net,4781527,swimming pool,rooskey,,monaghan,monaghan,ireland,,hospital,01/01/2000,trade
347,st. declan's community college,,,,,,,,kilmacthomas,waterford,ireland,,,01/01/2000,trade
348,st. fergals junior national school,,,,,,,,bray,wicklow,ireland,,,01/01/2000,trade
349,st. finbarrs hospital,,,,,room 104,st josephs unit,old maternity hospital,douglas,cork,ireland,,,01/01/2000,trade
350,st. gabriels special school,0214544068,,,,curraheen road,,bishopstown,cork,cork,ireland,,,01/01/2000,trade
351,st. helens senior national school,,,,,limetree avenue,,,portmarnock,dublin,ireland,,school,01/01/2000,trade
352,st. hilda's center,,,,,bedroom 2,hillquarter,coosan,athlone,westmeath,ireland,,,01/01/2000,trade
353,st. john the baptist national school,,,,,old road,,,cashel,tipperary,ireland,,education,01/01/2000,trade
354,st. joseph's centre for the visually impaired,,,,18368403,grace park road,,dublin 9,drumcondra,dublin,ireland,,care centre,01/01/2000,trade
355,st. josephs centre for visually impaired,,,,,c/o irish guide dogs training centre,model farm road,,bishopstown,cork,ireland,,,01/01/2000,trade
356,st. joseph's community hospital,,,,,room 2,,,trim,meath,ireland,,,29/05/2014,trade
357,st. joseph's daughters of charity,,,,,sonas 4,heather,,clonsilla,dublin 15,ireland,,,01/01/2000,trade
358,st. josephs hospital,,,,4347927,padre pia ward,,,longford,longford,ireland,,hospital,01/01/2000,trade
359,st. joseph's national school,,,,,mardyke,,,cork,,ireland,,,01/01/2000,trade
360,st. josephs primary school,,,,,dublin rd,,,longford,longford,ireland,,,01/01/2000,trade
361,st. leo's convent,,0862593067,,,st. leo's convent,dublin road,,carlow,carlow,ireland,,,01/01/2000,trade
362,st. luke's home,,,,,mahon,,,cork,cork,ireland,,,01/01/2000,trade
363,st. martins house,0749521388,,,749521101,sitting room,,,falcarragh,donegal,ireland,,residential home,01/01/2000,trade
364,st. mary's hospital,,,,,phoenix park,cun aoibheann unit,,phoenix park,dublin,ireland,,,01/01/2000,trade
365,st. mary's hospital#,0429795081,,,,,,,castleblaney,monaghan,ireland,,hospital,01/01/2000,trade
366,st. mary's national school,,,,,enniskeane,,,,cork,ireland,,,01/01/2000,trade
367,st. mary's orthopaedic hospital,,,,,,,,gurranabraher,cork,ireland,,,01/01/2000,trade
368,st. mary's secondary school,,,,,,,,mallow,cork,ireland,,,01/01/2000,trade
369,st. mary's special school,0469023745,,,,johnstown,,,navan,meath,ireland,,school,01/01/2000,trade
370,st. michaels house,,,,,the beeches,donoughmede,,dublin 13,dublin,ireland,,,01/01/2000,trade
371,st. michael's house,,,,,portrane road,,,donabate,dublin,ireland,,,01/01/2000,trade
372,st. michaels school,,,,,,,,tipperary,tipperary,ireland,,,01/01/2000,trade
373,st. olaf's national school,,0876799857,,,balally drive,dundrum,,dublin 14,dublin,ireland,,education,01/01/2000,trade
374,st. oliver plunkett hospital,0429334488,,,,service for the older people,dublin road,,dundalk,louth,ireland,,health sector,01/01/2000,trade
375,st. olivers national school,,0877559237,,,ballycasheen,,,killarney,kerry,ireland,,education,01/01/2000,trade
376,st. patricks girls n.s.,,,,,hollypark,foxrock avenue,foxrock,dublin 18,dublin,ireland,,school,01/01/2000,trade
377,st. patricks hospital,,,,,,,,fermoy,cork,ireland,,,01/01/2000,trade
378,st. patrick's hospital,,,,,st. claires ward,,,cashel,tipperary,ireland,,,01/01/2000,trade
379,st. patricks junior school,,,,,pierce road,,,enniscorthy,wexford,ireland,,,01/01/2000,trade
380,st. patricks lurgybrack national school,0749125455,0861605847,lurgybrack@eircom.net,,,,,letterkenny,donegal,ireland,,education,01/01/2000,trade
381,st. patricks n.s.,,,,,churtlestown,,,enniskerry,wicklow,ireland,,,01/01/2000,trade
382,st. patricks special school,0439233657,,,,bohrean hill,,,enniscorthy,wexford,ireland,,education,01/01/2000,trade
383,st. pauls school,,,,,sp3,bonnington,,montenotte,cork,ireland,,education,01/01/2000,trade
384,st. peter's infant school,,,,,castlepark,,,arklow,wicklow,ireland,,,01/01/2000,trade
385,st. raphael's hospital,,0872837487,,,oakvale,bungalow e,,youghal,cork,ireland,,,23/07/2015,trade
386,st. rita's respite,,,,,thomas street,,,clonmel,tipperary,ireland,,health sector,01/01/2000,trade
387,st. vincents' daughters of charity,,,,,the orchard - room 22,navan road,,dublin 22,dublin,ireland,,,01/01/2000,trade
388,st. vincent's boy's school,,,,,north william street,,,dublin 1,,ireland,,,01/01/2000,trade
389,st. vincents center,0214391333,,,,st mary's rd,,,cork city,cork,ireland,,residential home,01/01/2000,trade
390,st.bridgid's ns,,,,,duagh,,,listowl,kerry,ireland,,education,01/01/2000,trade
391,stewarts home care,,,,,28 kilcronan crescent,,,clondalkin,dublin,ireland,,,01/01/2000,trade
392,stewarts hospital,,,,,woodlands 28,palmerstown,,dublin,dublin,ireland,,hospital,01/01/2000,trade
393,"stewarts training and resouce center, balgaddy",,,,,balgaddy,,,lucan,dublin,ireland,,community hospital,01/01/2000,trade
394,straffan national school,,,,,,,,straffan,kildare,ireland,,education,01/01/2000,trade
395,summerhill house,,,,,,,,enniscorthy,wexford,ireland,,,01/01/2000,trade
396,suzanne's house,,0872684095,,14525504,6 main road,tallaght,d24,tallaght,dublin,ireland,,care centre,29/07/2015,trade
397,teach alter nursing home,,,,,room 6,,,newmarket,cork,ireland,,nursing home,11/08/2015,trade
398,the derg centre day care,,,,6746758,gortlandroe,,,nenagh,tipperary,ireland,,,01/01/2000,trade
399,the martin trust,,,,,48 ballyclare road,,,newtownabbey,antrim,ireland,,,01/01/2000,trade
400,thurles institute of technology,,,,,,,,thurles,tipperary,ireland,,,01/01/2000,trade
401,thurles leisure centre,,,,,,,,thurles,tipperary,ireland,,,01/01/2000,trade
402,togher boys school,,,,,togher,,,cork,cork,ireland,,,01/01/2000,trade
403,university of limerick,,0876993376,,,,,,limerick city,limerick,ireland,,education,01/01/2000,trade
404,ursline secondary school,,0861730726,,,,,,blackrock,cork,ireland,,education,01/01/2000,trade
405,ursuline national school,,,,,,,,waterford,waterford,ireland,,,01/01/2000,trade
406,val nolan,,0862538341,,,monashennach,ardagh,,limerick,limerick,ireland,,,19/06/2015,trade
407,vec school,,,,,"high rd,",ballyraine national school,,letterkenny,donegal,ireland,,education,01/01/2000,trade
408,vicarstown national school,0217332179,,vicarstownns@eircom.net,,vicarstown,,,blarney,cork,ireland,,school,01/01/2000,trade
409,virginia care center,0498546212,,,,dublin road,6bed ward,,virginia,cavan,ireland,,residential home,01/01/2000,trade
410,waterford insitute for technology,,,,,nurse education building,cork road,,waterford,waterford,ireland,,education,29/07/2015,trade
411,westmeath county council,,,,,halting site beside st. mary's hospital,,,mullingar,westmeath,ireland,,,01/01/2000,trade
412,wexford county council,0539375602,0860786914,,,3 the willows,hospital hill,,bunclody,wexford,ireland,,,01/01/2000,trade
413,wexford general hospital,,,,,creditors dept (millbrook house),,,enniscorthy,wexford,ireland,,,01/01/2000,trade
414,whitfield clinic,,,,,butlerstown north,cork road,,waterford,waterford,ireland,,,01/01/2000,trade
415,woodlands national school,0749124498,,,749124219,,,,letterkenny,donegal,ireland,,education,01/01/2000,trade
416,youghal community hospital,2492106,,,,st angela's room,,,youghal,cork,ireland,,,01/01/2000,trade
417,brothers of charity - acquired brain injury service - galway,,,,,24 heather grove,acquired brain injury service,,ballybane,galway,ireland,,,01/01/2000,trade
418,brothers of charity - activation unit - tipperary,,,,,activation unit,st. patricks road,,clonmel,tipperary,ireland,,,01/01/2000,trade
419,brothers of charity - ard na seaghsa - roscommon,,,,,"ard na seaghsa, bedroom",abbeytown,,boyle,roscommon,ireland,,,01/01/2000,trade
420,brothers of charity - ashbrook house - galway,,,,,ashbrook house,bolands lane,,gort,galway,ireland,,,01/01/2000,trade
421,brothers of charity - aughmagree house - roscommon,,,,,aughmagree house,,,kilteavan,roscommon,ireland,,,01/01/2000,trade
422,brothers of charity - ballindereen house - galway,,,,,ballindereen house,kilcolgan,,galway,galway,ireland,,,01/01/2000,trade
423,brothers of charity - boc day center - galway,,,,,boc day center,,,gort,galway,ireland,,,01/01/2000,trade
424,brothers of charity - burren view day care centre - galway,,,,,burren view day care,5 fana bui,ballymoneen rd,knocknacarra,galway,ireland,,,01/01/2000,trade
425,brothers of charity - care abbey - tipperary,,,,,care abbey,,,cahir,tipperary,ireland,,,01/01/2000,trade
426,brothers of charity - carraroe - galway,,,,,,,,carraroe,galway,ireland,,,01/01/2000,trade
427,brothers of charity - carrownaherick - galway,,,,,carrownaherick,belclare,,tuam,galway,ireland,,,01/01/2000,trade
428,brothers of charity - countess grove - kerry,,,,,7 countess grove,,,killarney,kerry,ireland,,,01/01/2000,trade
429,brothers of charity - deerpark printing centre - galway,,,,,deerpark center,avalon house,bedroom,ballinasloe,galway,ireland,,,01/01/2000,trade
430,brothers of charity - derrydonnell house - galway,,,,,derrydonnell house,,,athenry,galway,ireland,,,01/01/2000,trade
431,brothers of charity - doy siam house - galway,,,,,doy siam house,drumacoo,,kilcolgan,galway,ireland,,,01/01/2000,trade
432,brothers of charity - drumacoo house - galway,,,,,drumacoo house,kilcolgan,,clarinbridge,galway,ireland,,,01/01/2000,trade
433,brothers of charity - early childhood services - galway,,,,,early childhood services,35 lower newcastle road,,galway,galway,ireland,,,01/01/2000,trade
434,brothers of charity - fia nua - galway,,,,,fia nua,avalon house,,ballinasloe,galway,ireland,,,01/01/2000,trade
435,brothers of charity - finns house - galway,,,,,finns house,derrydonnellmore,,athenry,galway,ireland,,,01/01/2000,trade
436,brothers of charity - grange - tipperary,,,,,grange,,,cahir,tipperary,ireland,,,01/01/2000,trade
437,brothers of charity - hazelwood house - waterford,,,,,hazelwood house,bellmount,ferrybank,waterford,waterford,ireland,,,01/01/2000,trade
438,brothers of charity - hillcrest - roscommon,,,,,hillcrest,knock roe,,castlerea,roscommon,ireland,,,01/01/2000,trade
439,brothers of charity - john paul centre - galway,,,,,st. michael's,john paul centre,ballybane,galway,galway,ireland,,,01/01/2000,trade
440,brothers of charity - john paul services - galway,,,,,john paul services,ballybane,,galway,galway,ireland,,,01/01/2000,trade
441,brothers of charity - kilcoran centre - galway,,,,,bunglow 2,kilcoran,,clarinbridge,galway,ireland,,,01/01/2000,trade
442,brothers of charity - kiltalla house - galway,,,,,kiltalla house,airport road,,carnmore,galway,ireland,,,01/01/2000,trade
443,brothers of charity - kilteavan - roscommon,,,,,,,,kilteavan,roscommon,ireland,,,01/01/2000,trade
444,brothers of charity - lochaun house - galway,,,,,bungalow 13,kilcoran,,clarinbridge,galway,ireland,,,01/01/2000,trade
445,brothers of charity - lota - cork,,,,,"lota,",bungalow 1 bathroom,,glanmire,cork,ireland,,,01/01/2000,trade
446,brothers of charity - lus na greine - tipperary,,,,,lus na greine,fetherd road,,clonmel,tipperary,ireland,,,01/01/2000,trade
447,brothers of charity - moneymore house - galway,,,,,moneymore house,moneymore east,,oranmore,galway,ireland,,,01/01/2000,trade
448,brothers of charity - moyderwell - kerry,,,,,moyderwell,,,tralee,kerry,ireland,,,01/01/2000,trade
449,brothers of charity - nagle centre - tipperary,,,,,nagle centre,,,cashel,tipperary,ireland,,,01/01/2000,trade
450,brothers of charity - renmore - galway,,,,,renmore,,,woodlands,galway,ireland,,,01/01/2000,trade
451,brothers of charity - rose lodge/stone lodge - galway,,,,,rose lodge/stone lodge,,,kilcornan,galway,ireland,,,01/01/2000,trade
452,brothers of charity - siolta nua - tipperary,,,,,siolta nua,carrigeen business park,clogheen road,cahir,tipperary,ireland,,,01/01/2000,trade
453,brothers of charity - skylark centre - galway,,,,,,skylark centre,raheen road,athenry,galway,ireland,,,01/01/2000,trade
454,brothers of charity - stepping stones - galway,,,,,stepping stones,carrann park,,tuam,galway,ireland,,,01/01/2000,trade
455,brothers of charity - tara house - galway,,,,,tara house,weir road,kilcolgan,clarinbridge,galway,ireland,,,01/01/2000,trade
456,brothers of charity - tus maith - tipperary,,,,,tus maith,,,tipperary town,tipperary,ireland,,,01/01/2000,trade
457,brothers of charity - tus nua - waterford,,,,,"tus nua, upper drumdrony",bellefield road,slieverue,waterford,waterford,ireland,,,01/01/2000,trade
458,brothers of charity - weir road - galway,,,,,bunglow 4,weir road,kilcoran,clarinbridge,galway,ireland,,,01/01/2000,trade
459,brothers of charity - woodlands centre - galway,,,,,rosedale school,woodland centre,little oaks room,renmore,galway,ireland,,,01/01/2000,trade
